badge,https://stackoverflow.com,https://serverfault.com,https://superuser.com,https://meta.stackexchange.com,https://webapps.stackexchange.com,https://gaming.stackexchange.com,https://webmasters.stackexchange.com,https://cooking.stackexchange.com,https://gamedev.stackexchange.com,https://photo.stackexchange.com,https://stats.stackexchange.com,https://math.stackexchange.com,https://diy.stackexchange.com,https://gis.stackexchange.com,https://tex.stackexchange.com,https://askubuntu.com,https://money.stackexchange.com,https://english.stackexchange.com,https://stackapps.com,https://ux.stackexchange.com,https://unix.stackexchange.com,https://wordpress.stackexchange.com,https://cstheory.stackexchange.com,https://apple.stackexchange.com,https://rpg.stackexchange.com,https://bicycles.stackexchange.com,https://softwareengineering.stackexchange.com,https://electronics.stackexchange.com,https://android.stackexchange.com,https://boardgames.stackexchange.com,https://physics.stackexchange.com,https://homebrew.stackexchange.com,https://security.stackexchange.com,https://writing.stackexchange.com,https://video.stackexchange.com,https://graphicdesign.stackexchange.com,https://dba.stackexchange.com,https://scifi.stackexchange.com,https://codereview.stackexchange.com,https://codegolf.stackexchange.com,https://quant.stackexchange.com,https://pm.stackexchange.com,https://skeptics.stackexchange.com,https://fitness.stackexchange.com,https://drupal.stackexchange.com,https://mechanics.stackexchange.com,https://parenting.stackexchange.com,https://sharepoint.stackexchange.com,https://music.stackexchange.com,https://sqa.stackexchange.com,https://judaism.stackexchange.com,https://german.stackexchange.com,https://japanese.stackexchange.com,https://philosophy.stackexchange.com,https://gardening.stackexchange.com,https://travel.stackexchange.com,https://crypto.stackexchange.com,https://dsp.stackexchange.com,https://french.stackexchange.com,https://christianity.stackexchange.com,https://bitcoin.stackexchange.com,https://linguistics.stackexchange.com,https://hermeneutics.stackexchange.com,https://history.stackexchange.com,https://bricks.stackexchange.com,https://spanish.stackexchange.com,https://scicomp.stackexchange.com,https://movies.stackexchange.com,https://chinese.stackexchange.com,https://biology.stackexchange.com,https://poker.stackexchange.com,https://mathematica.stackexchange.com,https://psychology.stackexchange.com,https://outdoors.stackexchange.com,https://martialarts.stackexchange.com,https://sports.stackexchange.com,https://academia.stackexchange.com,https://cs.stackexchange.com,https://workplace.stackexchange.com,https://windowsphone.stackexchange.com,https://chemistry.stackexchange.com,https://chess.stackexchange.com,https://raspberrypi.stackexchange.com,https://russian.stackexchange.com,https://islam.stackexchange.com,https://salesforce.stackexchange.com,https://patents.stackexchange.com,https://genealogy.stackexchange.com,https://robotics.stackexchange.com,https://expressionengine.stackexchange.com,https://politics.stackexchange.com,https://anime.stackexchange.com,https://magento.stackexchange.com,https://ell.stackexchange.com,https://sustainability.stackexchange.com,https://tridion.stackexchange.com,https://reverseengineering.stackexchange.com,https://networkengineering.stackexchange.com,https://opendata.stackexchange.com,https://freelancing.stackexchange.com,https://blender.stackexchange.com,https://mathoverflow.net,https://space.stackexchange.com,https://sound.stackexchange.com,https://astronomy.stackexchange.com,https://tor.stackexchange.com,https://pets.stackexchange.com,https://ham.stackexchange.com,https://italian.stackexchange.com,https://pt.stackoverflow.com,https://aviation.stackexchange.com,https://ebooks.stackexchange.com,https://alcohol.stackexchange.com,https://softwarerecs.stackexchange.com,https://arduino.stackexchange.com,https://expatriates.stackexchange.com,https://matheducators.stackexchange.com,https://earthscience.stackexchange.com,https://joomla.stackexchange.com,https://datascience.stackexchange.com,https://puzzling.stackexchange.com,https://craftcms.stackexchange.com,https://buddhism.stackexchange.com,https://hinduism.stackexchange.com,https://communitybuilding.stackexchange.com,https://worldbuilding.stackexchange.com,https://ja.stackoverflow.com,https://emacs.stackexchange.com,https://hsm.stackexchange.com,https://economics.stackexchange.com,https://lifehacks.stackexchange.com,https://engineering.stackexchange.com,https://coffee.stackexchange.com,https://vi.stackexchange.com,https://musicfans.stackexchange.com,https://woodworking.stackexchange.com,https://civicrm.stackexchange.com,https://medicalsciences.stackexchange.com,https://ru.stackoverflow.com,https://rus.stackexchange.com,https://mythology.stackexchange.com,https://law.stackexchange.com,https://opensource.stackexchange.com,https://elementaryos.stackexchange.com,https://portuguese.stackexchange.com,https://computergraphics.stackexchange.com,https://hardwarerecs.stackexchange.com,https://es.stackoverflow.com,https://3dprinting.stackexchange.com,https://ethereum.stackexchange.com,https://latin.stackexchange.com,https://languagelearning.stackexchange.com,https://retrocomputing.stackexchange.com,https://crafts.stackexchange.com,https://korean.stackexchange.com,https://monero.stackexchange.com,https://ai.stackexchange.com,https://esperanto.stackexchange.com,https://sitecore.stackexchange.com,https://iot.stackexchange.com,https://literature.stackexchange.com,https://vegetarianism.stackexchange.com,https://ukrainian.stackexchange.com,https://devops.stackexchange.com,https://bioinformatics.stackexchange.com,https://cseducators.stackexchange.com,https://interpersonal.stackexchange.com,https://iota.stackexchange.com,https://stellar.stackexchange.com,https://conlang.stackexchange.com,https://quantumcomputing.stackexchange.com,https://eosio.stackexchange.com,https://tezos.stackexchange.com,https://or.stackexchange.com,https://drones.stackexchange.com,https://mattermodeling.stackexchange.com,https://cardano.stackexchange.com
nice answer,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,45,45,23,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,23,23,23,23,23,45,23,23,45,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,45,23,45,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
good answer,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,39,39,24,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,24,24,24,24,24,39,24,24,39,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,39,24,39,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
great answer,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,40,40,25,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,25,25,25,25,25,40,25,25,40,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,40,25,40,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
populist,62,62,37,37,62,62,39,39,39,39,39,39,39,39,39,39,49,49,37,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,39,39,39,39,39,49,39,39,49,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,49,39,49,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
revival,837,131,91,126,195,198,67,66,64,65,64,68,64,64,62,62,60,62,83,59,59,59,60,59,60,59,59,61,59,59,59,59,59,59,59,59,59,59,59,59,59,59,64,64,64,64,64,59,64,64,59,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,59,64,59,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64
necromancer,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,44,44,17,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,17,17,17,17,17,44,17,17,44,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,44,17,44,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
self learner,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,13,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,13,14,14,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,14,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
teacher,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
tenacious,225,83,58,69,183,183,50,50,50,50,50,50,50,50,50,50,34,34,68,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,50,50,50,50,50,34,50,50,34,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,34,50,34,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
unsung hero,226,84,59,70,184,184,51,51,51,51,51,51,51,51,51,51,35,35,69,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,51,51,51,51,51,35,51,51,35,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,35,51,35,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51
autobiographer,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
caucus,1973,197,146,0,213,248,100,87,94,99,98,207,90,100,183,107,89,115,99,81,123,84,88,86,89,79,117,97,83,82,94,81,92,79,75,81,99,88,84,77,75,78,83,85,92,80,82,80,86,81,105,84,91,83,83,85,84,81,82,84,82,80,80,80,80,82,81,81,80,81,80,85,80,80,80,80,80,81,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,75,80,75,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
constituent,1974,198,147,0,214,249,101,88,95,100,99,208,91,101,184,108,90,116,100,82,124,85,89,87,90,80,118,98,84,83,95,82,93,80,76,82,100,89,85,78,76,79,84,86,93,81,83,81,87,82,106,85,92,84,84,86,85,82,83,85,83,81,81,81,81,83,82,82,81,82,81,86,81,81,81,81,81,82,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,76,81,76,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81
commentator,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,17,17,31,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,31,31,31,31,31,17,31,31,17,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,17,31,17,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31
pundit,94,68,40,40,94,94,57,56,56,56,56,56,56,56,54,54,24,24,40,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,56,56,56,56,56,24,56,56,24,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,24,56,24,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56
enthusiast,71,66,39,39,71,71,55,54,54,54,54,54,54,54,52,52,22,22,39,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,54,54,54,54,54,22,54,54,22,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,22,54,22,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54
fanatic,83,67,42,53,83,83,56,55,55,55,55,55,55,55,53,53,23,23,53,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,55,55,55,55,55,23,55,55,23,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,23,55,23,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
mortarboard,144,72,43,50,144,144,41,41,41,41,41,41,41,41,41,41,25,25,50,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,41,41,41,41,41,25,41,41,25,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,25,41,25,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
epic,145,73,44,51,145,145,42,42,42,42,42,42,42,42,42,42,26,26,51,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,42,42,42,42,42,26,42,42,26,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,26,42,26,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42
legendary,146,74,45,52,146,146,43,43,43,43,43,43,43,43,43,43,27,27,52,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,43,43,43,43,43,27,43,43,27,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,27,43,27,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43
precognitive,892,135,94,131,197,200,69,69,66,68,67,76,66,66,67,67,62,64,85,61,63,61,62,62,63,61,65,63,61,61,61,61,61,61,61,61,61,61,61,61,61,61,66,66,66,66,66,61,66,66,61,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,61,66,61,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
beta,30,30,30,0,30,30,30,30,30,30,30,30,30,30,30,30,16,16,0,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,30,30,30,30,30,16,30,30,16,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,16,30,16,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
quorum,900,137,95,0,198,201,70,70,67,69,68,78,67,67,68,68,63,66,86,62,65,62,64,63,64,62,66,64,62,62,62,62,62,62,62,62,62,62,62,62,62,62,69,69,69,67,67,62,67,67,62,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,62,67,62,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
convention,901,138,96,0,199,202,71,71,68,70,69,79,68,68,69,69,64,67,87,63,66,63,65,64,65,63,67,65,63,63,63,63,63,63,63,63,63,63,63,63,63,63,70,70,70,68,68,63,68,68,63,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,63,68,63,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68
talkative,884,133,92,130,196,199,68,68,65,67,66,75,65,65,66,66,61,63,84,60,62,60,61,60,62,60,64,62,60,60,60,60,60,60,60,60,60,60,60,60,60,60,65,65,65,65,65,60,65,65,60,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,60,65,60,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65
outspoken,998,145,105,138,200,206,73,73,71,72,74,89,70,70,76,74,65,74,88,64,68,66,67,65,69,64,74,66,65,64,66,64,65,64,64,64,64,64,64,65,64,64,67,67,67,69,69,64,69,69,64,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,64,69,64,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69
yearling,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,52,52,13,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,13,13,13,13,13,52,13,13,52,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,52,13,52,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
citizen patrol,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
deputy,1002,146,106,140,201,207,74,74,72,73,75,90,71,71,77,75,66,75,89,65,69,67,68,66,70,65,75,67,66,65,67,65,66,65,65,65,65,65,65,66,65,65,68,68,68,70,70,65,70,70,65,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,65,70,65,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
marshal,1298,157,121,160,208,224,89,80,82,85,87,132,78,84,108,87,77,103,95,72,89,76,77,73,78,71,94,77,74,74,82,73,79,72,71,72,78,71,74,72,71,71,77,76,81,76,76,74,79,77,84,76,78,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,71,76,71,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76
civic duty,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,18,18,32,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,32,32,32,32,32,18,32,32,18,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,18,32,18,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
cleanup,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
